ACCE_ABSORB_COST	Κόστος συνδυασμού: %d
TOOLTIP_ATTBONUS_STONE	+%d%% δύναμη ενάντια σε λίθους Metin	SA
TOOLTIP_ATT_GRADE	Αξία Επίθεσης +%d	SA
TOOLTIP_ATT_SPEED	Ταχύτητα Επίθεσης +%d%%	SA
TOOLTIP_ATT_SPEED_SLOW	Μειωμένη ταχύτητα επίθεσης	SNA
TOOLTIP_AUTO_PICKUP	Έχεις πιθανότητα %d%% να μαζέψεις αυτόματα αντικείμενα γύρω σου για 30 δευτερόλεπτα	SA
TOOLTIP_AUTO_POTION_HP	Ελιξήριο Ήλιου
TOOLTIP_AUTO_POTION_REST	Υπόλοιπο: %.2f%%
TOOLTIP_AUTO_POTION_SP	Ελιξήριο Φεγγαριού
TOOLTIP_AUTO_POTION_USING	Ενεργό
TOOLTIP_AUTO_SYSTEM_PRIMIUM	Αυτόματο κυνήγι	SNA
TOOLTIP_BATTLE_POTION	Φίλτρο Ζώνης μάχης	SNA
TOOLTIP_BATTLE_ROYALE_AFFECT_INFINITE_STAMINA	Ατελείωτη Αντοχή	SNA
TOOLTIP_BATTLE_ROYALE_AFFECT_MOVE_SPEED	Αυξημένη ταχύτητα κίνησης	SNA
TOOLTIP_BATTLE_ROYALE_AFFECT_SLOW	Μειωμένη ταχύτητα κίνησης	SNA
TOOLTIP_BOW_DISTANCE	Βεληνεκές +%dm	SA
TOOLTIP_BUYPRICE	Τιμή: %s
TOOLTIP_CAST_SPEED	Ταχύτητα Μαγείας +%d%%	SA
TOOLTIP_CON	Ζωτικότητα +%d	SA
TOOLTIP_COSTUME_ATTR_BONUS	Μπόνους φορεσιάς %d%%	SA
TOOLTIP_CURSE_OF_ELEMENTAL	Στοιχειακή Κατάρα (Συμψηφισμός %d φορές) Οι HP μειώνονται διαρκώς. Μπορεί να συμψηφιστεί ως και 10 φορές.	SA
TOOLTIP_DAMAGE_HP_RECOVERY	Απορροφάει ζημιά κατά %d%% σε σχέση με HP	SA
TOOLTIP_DAMAGE_SP_RECOVERY	Απορροφάει ζημιά κατά %d%% σε σχέση με SP	SA
TOOLTIP_DEF_GRADE	’μυνα +%d	SA
TOOLTIP_DEX	Ευκινησία +%d	SA
TOOLTIP_DISMOUNT_MOVE_SPEED_BONUS_PER	Όταν κατεβαίνεις από το ζώο ιππασίας η Ταχύτητα κίνησης αυξάνεται κατά %d%% για 10 δευτερόλεπτα	SA
TOOLTIP_DRAGON_SOUL_DECK1	Ουρανός	SNA
TOOLTIP_DRAGON_SOUL_DECK2	Γη	SNA
TOOLTIP_DS_SET	Επίδραση Σετ ΣΔΛ	SNA
TOOLTIP_DURATION	Διάρκεια:
TOOLTIP_EAR	Σκουλαρίκι
TOOLTIP_ENCHANT_PER_DARK	Δύναμη σκότους (+%d%% της συνολικής αξίας)	SA
TOOLTIP_ENCHANT_PER_EARTH	Δύναμη γης (+%d%% της συνολικής αξίας)	SA
TOOLTIP_ENCHANT_PER_ELECT	Δύναμη αστραπών (+%d%% της συνολικής αξίας)	SA
TOOLTIP_ENCHANT_PER_FIRE	Δύναμη φωτιάς (+%d%% της συνολικής αξίας)	SA
TOOLTIP_ENCHANT_PER_ICE	Δύναμη πάγου (+%d%% της συνολικής αξίας)	SA
TOOLTIP_ENCHANT_PER_WIND	Δύναμη ανέμου (+%d%% της συνολικής αξίας)	SA
TOOLTIP_ENERGY	Ενέργεια %d	SA
TOOLTIP_ETC	Κλπ.
TOOLTIP_EXP_BONUS_EVENT	ΕΜΠ +%d%%	SA
TOOLTIP_FIFTH_ATTRIBUTE_BONUS	5ο πρόσθετο μπόνους +%d%%	SA
TOOLTIP_FIRST_ATTRIBUTE_BONUS	1ο πρόσθετο μπόνους +%d%%	SA
TOOLTIP_FISHINGROD_EXP	Βαθμοί: %d / %d
TOOLTIP_FISHINGROD_LEVEL	Επίπεδο: %d
TOOLTIP_FISHINGROD_UPGRADE1	Δώσε το στον ψαρά,
TOOLTIP_FISHINGROD_UPGRADE2	για να λάβεις ένα
TOOLTIP_FISHINGROD_UPGRADE3	καλύτερο Καλάμι Ψαρέματος.
TOOLTIP_FISH_LEN	Μήκος: %.2fcm
TOOLTIP_FLOWER_EVENT_SHOOT_ENVELOPE	Σπόροι λουλουδιών
TOOLTIP_FOURTH_ATTRIBUTE_BONUS	4ο πρόσθετο μπόνους +%d%%	SA
TOOLTIP_GLOVE	Γάντια
TOOLTIP_GUILD_SKILL_ACCEL	Επιτάχυνση +%d	SA
TOOLTIP_GUILD_SKILL_BLESS	Ευλογία του Δράκου Θεού +%d	SA
TOOLTIP_GUILD_SKILL_BLOOD	Αίμα του Δράκου Θεού +%d	SA
TOOLTIP_GUILD_SKILL_BUNNO	Οργή του Δράκου Θεού +%d%%	SA
TOOLTIP_GUILD_SKILL_JUMUN	Ενίσχυση Ρίψης +%d%%	SA
TOOLTIP_GUILD_SKILL_SEONGHWI	Ιερή Πανοπλία +%d	SA
TOOLTIP_HALLOWEEN_EVENT_BUFF	+20% ΕΜΠ | +5% ρίψη αντικειμένων | +10% Δύναμη ενάντια σε τέρατα	SNA
TOOLTIP_HELMET	Κράνος
TOOLTIP_HIT_AUTO_HP_RECOVERY	Κατά τη διάρκεια της μάχης αποκτάς την επίδραση του Ελιξηρίου του Ήλιου	SNA
TOOLTIP_HIT_AUTO_SP_RECOVERY	Κατά τη διάρκεια της μάχης αποκτάς την επίδραση του Ελιξηρίου του Φεγγαριού	SNA
TOOLTIP_HIT_BUFF_ENCHANT_DARK	Απόκτησε Δύναμη Σκότους στη μάχη για %d δευτ.	SA
TOOLTIP_HIT_BUFF_ENCHANT_EARTH	Απόκτησε Δύναμη Γης στη μάχη για %d δευτ.	SA
TOOLTIP_HIT_BUFF_ENCHANT_ELEC	Απόκτησε Δύναμη Αστραπών στη μάχη για %d δευτ.	SA
TOOLTIP_HIT_BUFF_ENCHANT_FIRE	Απόκτησε Δύναμη Φωτιάς στη μάχη για %d δευτ.	SA
TOOLTIP_HIT_BUFF_ENCHANT_ICE	Απόκτησε Δύναμη Πάγου στη μάχη για %d δευτ.	SA
TOOLTIP_HIT_BUFF_ENCHANT_WIND	Απόκτησε Δύναμη Ανέμου στη μάχη για %d δευτ.	SA
TOOLTIP_HIT_BUFF_RESIST_DARK	Απόκτησε Αντίσταση στο Σκότος στη μάχη για %d δευτ.	SA
TOOLTIP_HIT_BUFF_RESIST_EARTH	Απόκτησε Αντίσταση στη Γη στη μάχη για %d δευτ.	SA
TOOLTIP_HIT_BUFF_RESIST_ELEC	Απόκτησε Αντίσταση στην Αστραπή στη μάχη για %d δευτ.	SA
TOOLTIP_HIT_BUFF_RESIST_FIRE	Απόκτησε Αντίσταση στη Φωτιά στη μάχη για %d δευτ.	SA
TOOLTIP_HIT_BUFF_RESIST_ICE	Απόκτησε Αντίσταση στον Πάγο στη μάχη για %d δευτ.	SA
TOOLTIP_HIT_BUFF_RESIST_WIND	Απόκτησε Αντίσταση στον ’νεμο στη μάχη για %d δευτ.	SA
TOOLTIP_HIT_BUFF_SUNGMA_HP	Αυξάνει τη Θέληση του SungMa (VIT) στη μάχη κατά 15 για %d δευτερόλεπτα	SA
TOOLTIP_HIT_BUFF_SUNGMA_IMMUNE	Αυξάνει τη Θέληση του SungMa (INT) στη μάχη κατά 15 για %d δευτερόλεπτα	SA
TOOLTIP_HIT_BUFF_SUNGMA_MOVE	Αυξάνει τη Θέληση του SungMa (RES) στη μάχη κατά 15 για %d δευτερόλεπτα	SA
TOOLTIP_HIT_BUFF_SUNGMA_STR	Αυξάνει τη Θέληση του SungMa (STR) στη μάχη κατά 15 για %d δευτερόλεπτα	SA
TOOLTIP_HIT_PCT	Ακρίβεια +%d	SA
TOOLTIP_HIT_STONE_ATTBONUS_STONE	Στην επίθεση σε έναν λίθο Metin αποκτάς για 5 δευτερόλεπτα +%d%% ζημιά (Δύναμη ενάντια σε λίθους Metin)	SA
TOOLTIP_HIT_STONE_DEF_GRADE_BONUS	Στην επίθεση σε έναν λίθο Metin αποκτάς για 5 δευτερόλεπτα +%d άμυνα	SA
TOOLTIP_HP_REGEN	Αναπλήρωση HP +%d%%	SA
TOOLTIP_INSIGHT_SKILL_LEVEL	Τρέχον Επίπεδο: %d
TOOLTIP_INT	Ευφυΐα +%d	SA
TOOLTIP_ITEM_ATT_GRADE	Αξία Επίθεσης %d
TOOLTIP_ITEM_ATT_POWER	Αξία Επίθεσης %d - %d
TOOLTIP_ITEM_ATT_POWER_ONE_ARG	Αξία Επίθεσης %d
TOOLTIP_ITEM_ATT_POWER_REFINE	Αξία Επίθεσης %d - %d (+%d)
TOOLTIP_ITEM_ATT_SPEED	Ταχύτητα Επίθεσης %s
TOOLTIP_ITEM_DEF_GRADE	’μυνα %d
TOOLTIP_ITEM_FAST	Γρήγορα
TOOLTIP_ITEM_LIMIT_CON	Μέγιστο όριο ζωτικότητας (VIT): %d
TOOLTIP_ITEM_LIMIT_DEX	Ανώτατο όριο ευκινησίας: %d
TOOLTIP_ITEM_LIMIT_INT	Ανώτατο όριο Ευφυΐας: %d
TOOLTIP_ITEM_LIMIT_LEVEL	Από Επ.: %d
TOOLTIP_ITEM_LIMIT_NEWWORLD_LEVEL	Ελάχιστο επίπεδο πρωταθλητή: %d
TOOLTIP_ITEM_LIMIT_STR	Ανώτατο όριο Δύναμης: %d
TOOLTIP_ITEM_MAGIC_ATT_POWER	Αξία Μαγικής επίθεσης %d - %d
TOOLTIP_ITEM_MAGIC_ATT_POWER_ONE_ARG	Αξία Μαγικής επίθεσης %d
TOOLTIP_ITEM_MAGIC_DEF_POWER	Μαγική άμυνα %d
TOOLTIP_ITEM_NORMAL	Κανονικό
TOOLTIP_ITEM_SLOW	Αργό
TOOLTIP_ITEM_VERY_FAST	Πολύ Γρήγορο
TOOLTIP_ITEM_VERY_SLOW	Πολύ Αργό
TOOLTIP_ITEM_WEARABLE_JOB	[Φοριέται]
TOOLTIP_KILL_BOSS_ITEM_BONUS	Αν νικηθεί ένας αρχηγός, η πιθανότητα ρίψης αυξάνεται κατά %d%%	SA
TOOLTIP_LOTTERY_STEP_NUMBER	%d
TOOLTIP_LOTTO_NUMBER	Τυχερός Αριθμός: %d
TOOLTIP_MAGIC_ATTBONUS_PER	Μαγική επίθεση +%d%%	SA
TOOLTIP_MAGIC_ATT_GRADE	Αξία Μαγικής επίθεσης +%d	SA
TOOLTIP_MAGIC_DEF_GRADE	Μαγική άμυνα +%d	SA
TOOLTIP_MALL_ATTBONUS	Αξία Επίθεσης +%d%%	SA
TOOLTIP_MALL_ATTBONUS_STATIC	Αξία επίθεσης	SNA
TOOLTIP_MALL_AUTOLOOT	Μαζεύει αυτόματα τα πεσμένα Yang	SNA
TOOLTIP_MALL_DEFBONUS	’μυνα +%d%%	SA
TOOLTIP_MALL_DEFBONUS_STATIC	’μυνα	SNA
TOOLTIP_MALL_EXPBONUS	ΕΜΠ +%d%%	SA
TOOLTIP_MALL_EXPBONUS_P_STATIC	iCafe μπόνους ΕΜΠ +%d%%	SA
TOOLTIP_MALL_EXPBONUS_STATIC	50% περισσότερη ΕΜΠ	SNA
TOOLTIP_MALL_FISH_MIND	Αυξάνει την πιθανότητα να πιάσεις ψάρι.	SNA
TOOLTIP_MALL_GOLDBONUS	Αυξημένη πιθανότητα εύρεσης Yang κατά %d%%	SA
TOOLTIP_MALL_GOLDBONUS_STATIC	Διπλάσια πιθανότητα να βρεις Yang	SNA
TOOLTIP_MALL_ITEMBONUS	Αυξημένη πιθανότητα εύρεσης αντικειμένων κατά %d%%	SA
TOOLTIP_MALL_ITEMBONUS_P_STATIC	iCafe Πιθανότητα εύρεσης αντικειμένων +%.1f%%	SA
TOOLTIP_MALL_ITEMBONUS_STATIC	Αυξημένη πιθανότητα εύρεσης αντικειμένων κατά 200%.	SNA
TOOLTIP_MALL_MARRIAGE_FAST	Οι βαθμοί αγάπης αυξάνονται γρηγορότερα.	SNA
TOOLTIP_MALL_SAFEBOX	Κερδίζεις επιπλέον αποθηκευτικό χώρο	SNA
TOOLTIP_MAX_HP	Μέγ. HP +%d	SA
TOOLTIP_MAX_HP_PCT	Μέγ. HP +%d%%	SA
TOOLTIP_MAX_SP	Μέγ. SP +%d	SA
TOOLTIP_MAX_SP_PCT	Μέγ. SP +%d%%	SA
TOOLTIP_MAX_STAMINA	Μέγ. Αντοχή +%d	SA
TOOLTIP_MELEE_MAGIC_ATTBONUS_PER	Μαγική επίθεση/εξ επαφής +%d%%	SA
TOOLTIP_MEMORIZED_POSITION	%s(%d, %d)
TOOLTIP_MEMORIZED_POSITION_ERROR	GPS ERROR(%d, %d)
TOOLTIP_MOB_HIT_MOB_AGGRESSIVE	Στην επίθεση υπάρχει μια πιθανότητα %d%% να σου επιτεθούν όλα τα γύρω τέρατα (Κάπα της Γενναιότητας)	SA
TOOLTIP_MORE_THEN_HP90_DAMAGE_REDUCE	Αν έχεις πάνω από 90%% HP, η ζημιά που λαμβάνεις μειώνεται κατά %d%%.	SA
TOOLTIP_MOUNT_MELEE_MAGIC_ATTBONUS_PER	Όταν ανεβαίνεις σε ζώο ιππασίας, η ζημιά αυξάνεται κατά +%d%% για 10 δευτερόλεπτα	SA
TOOLTIP_MOUNT_NO_KNOCKBACK	Στην επίθεση από το ζώο ιππασίας, υπάρχει μια πιθανότητα %d%% να ρίχνεις με το ζώο ιππασίας του αντιπάλους για 20 δευτερόλεπτα	SA
TOOLTIP_MOUNT_UPGRADE_SKILLBOOK_USE	Θέλεις να μάθεις την ικανότητα αλόγου %s;
TOOLTIP_MOUNT_UPGRADE_SKILL_LEVEL_UP	Θέλεις να βελτιώσεις την ικανότητα του αλόγου σου; \n Απαιτούμενα Gaya και Yang: %d Gaya/%d Yang
TOOLTIP_MOV_SPEED	Ταχύτητα %d%%	SA
TOOLTIP_NECK	Περιδέραιο
TOOLTIP_NEED_ALL_SP	Απαιτούμενη SP: Μέγ.
TOOLTIP_NEED_GSP	Απαιτούμενο Δρακοφάντασμα: %d
TOOLTIP_NEED_HP	Απαιτούμενοι HP: %d
TOOLTIP_NEED_HP_PER_SEC	HP / Δευτ.: %d
TOOLTIP_NEED_SKILL_POINT	Απαιτούμενοι πόντοι Ικανοτήτων:
TOOLTIP_NEED_SP	Απαιτούμενοι SP: %d
TOOLTIP_NEED_SP_PER_SEC	SP / Δευτ.: %d
TOOLTIP_NEXT_SKILL_LEVEL_1	Επόμενο Επίπεδο: %d (Μέγ. %d)
TOOLTIP_NEXT_SKILL_LEVEL_2	Επόμενο Επίπεδο: %d (Μέγ. %d-%d)
TOOLTIP_NORMAL_DAMAGE_GUARD	Η ζημιά επίθεσης αποκρούεται με πιθανότητα %d%%.	SA
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS	Μέση Ζημιά %d%%	SA
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS_BOSS_OR_MORE	Ζημιά επίθεσης εναντίον αρχηγών +%d%%	SA
TOOLTIP_NORMAL_HIT_DEFEND_BONUS	Μέση Αντίσταση Ζημιάς %d%%	SA
TOOLTIP_NORMAL_HIT_DEFEND_BONUS_BOSS_OR_MORE	Ζημιά επίθεσης από αρχηγούς -%d%%	SA
TOOLTIP_NO_DEATH_AND_HP_RECOVERY30	Έχεις μια πιθανότητα %d%% να αποφύγεις το θάνατο και να αποκαταστήσεις 30%% των συνολικών σου HP	SA
TOOLTIP_PARTY_INFO_GRADE_UP1	Πάνω από %d μέλη Ομάδας
TOOLTIP_PARTY_INFO_GRADE_UP2	Επίπεδο Επίθεσης +%d
TOOLTIP_PARTY_INFO_GRADE_UP3	Επίπεδο ’μυνας +%d
TOOLTIP_PARTY_INFO_HEAL_18_LEVEL	Αναπλήρωση HP/SP όλων των μελών της ομάδας για 60 λεπτά.
TOOLTIP_PARTY_INFO_HEAL_40_LEVEL	Αναπλήρωση HP/SP όλων των μελών της ομάδας για 30 λεπτά.
TOOLTIP_PARTY_INFO_RECALL_12_LEVEL	Πρέπει να περιμένεις 3 λεπτά μετά το θάνατο μέλους.
TOOLTIP_PARTY_INFO_RECALL_20_LEVEL	Μπορείς να καλέσεις ανά πάσα στιγμή μέλη της ομάδας που είναι στον ίδιο σέρβερ.
TOOLTIP_PARTY_INFO_SET_ATTACKER	Επίπεδο Επίθεσης +(Αριθμός Μελών Ομάδας/2) Επιτιθέμενοι %d μπορούν να επιλεχθούν.
TOOLTIP_PARTY_INFO_SET_TANKER	Επίπεδο άμυνας +( Αριθμός Μελών Ομάδας) Μαχητές Σώμα με Σώμα 1 μπορούν να επιλεγούν.
TOOLTIP_PARTY_SKILL_LEVEL	Τρέχον Επίπεδο: %d
TOOLTIP_PARTY_TITLE_GRADE_UP	[Αναβαθμίστηκε Επίθεση/’μυνα]
TOOLTIP_PARTY_TITLE_HEAL	[Αποκατάσταση]
TOOLTIP_PARTY_TITLE_INFO_BONUS_EXP	Όταν έχεις πάνω από %d μέλη ομάδας, παίρνεις %d%% μπόνους ΕΜΠ.
TOOLTIP_PARTY_TITLE_MEMBER_BONUS_EXP	[Μπόνους ΕΜΠ]
TOOLTIP_PARTY_TITLE_RECALL	[Κλήση]
TOOLTIP_PARTY_TITLE_SET_ATTACKER	[Ορισμός Επιτιθέμενου]
TOOLTIP_PARTY_TITLE_SET_TANKER	[Σύνταξε μαχητή Σώμα με Σώμα]
TOOLTIP_PASSIVE_JOB_DECK	Μπόνους κειμηλίων	SNA
TOOLTIP_PEPSI_EVENT	5% Μπόνους ΕΜΠ και 5% μεγαλύτερη πιθανότητα λαφυραγώγησης αντικειμένων.	SNA
TOOLTIP_PICK_EXP	Βαθμοί: %d / %d
TOOLTIP_PICK_LEVEL	Επίπεδο: %d
TOOLTIP_PICK_UPGRADE1	Δώσ' το στον Υλοτόμο,
TOOLTIP_PICK_UPGRADE2	για να σου δώσει μία
TOOLTIP_PICK_UPGRADE3	αναβαθμισμένη Αξίνα.
TOOLTIP_POTION_CURE	Θεραπεία αρνητικών επιδράσεων.
TOOLTIP_POTION_MIN	Λεπ.
TOOLTIP_POTION_OF_ELEMENTAL	Στοιχειακό Φίλτρο Προστασίας. +5% επίθεση μαγείας/εξ επαφής | +10% Αντιστάσεις σε στοιχεία	SNA
TOOLTIP_POTION_PLUS_ATTACK_SPEED	Ταχύτητα επίθεσης +%d
TOOLTIP_POTION_PLUS_ATTBONUS_MONSTER	ΜΠΟΝΟΥΣ ΕΠΙΘ. ΤΕΡΑΣ : +%d%%
TOOLTIP_POTION_PLUS_ATT_POINT	ΕΠΙΘ.: +%d
TOOLTIP_POTION_PLUS_ATT_POINT_PER	ΕΠΙΘ.: +%d%%
TOOLTIP_POTION_PLUS_DEF_POINT	ΑΜ.: +%d
TOOLTIP_POTION_PLUS_DEX_POINT	DEX: +%d
TOOLTIP_POTION_PLUS_EXP_BONUS	ΕΜΠ.: +%d%%
TOOLTIP_POTION_PLUS_HIT_DEFEND_POINT	ΑΝΤΙΣΤ. ΖΗΜΙΑΣ: +%d%%
TOOLTIP_POTION_PLUS_HP_PERCENT	HP +%d%%
TOOLTIP_POTION_PLUS_HP_POINT	HP +%d
TOOLTIP_POTION_PLUS_MOVING_SPEED	Ταχύτητα +%d
TOOLTIP_POTION_PLUS_RESIST_DARK	ΑΝΤΙΣΤ. ΣΚΟΤ.: +%d%%
TOOLTIP_POTION_PLUS_RESIST_EARTH	ΑΝΤΙΣΤ. ΓΗΣ: +%d%%
TOOLTIP_POTION_PLUS_RESIST_ICE	ΑΝΤΙΣΤ. ΠΑΓ.: +%d%%
TOOLTIP_POTION_PLUS_RESIST_MAGIC	ΑΝΤΙΣΤ. ΜΑΓ.: +%d%%
TOOLTIP_POTION_PLUS_SP_PERCENT	SP +%d%%
TOOLTIP_POTION_PLUS_SP_POINT	SP +%d
TOOLTIP_POTION_PLUS_STR_POINT	STR: +%d
TOOLTIP_POTION_SEC	Δευτ.
TOOLTIP_POTION_TIME	Διάρκεια:
TOOLTIP_PROTECTION_OF_ELEMENTAL	Ανοσία στη Στοιχειακή Κατάρα	SNA
TOOLTIP_PVP_TOURNAMENT_ENTER	Συμμετοχή στο τουρνουά PvP
TOOLTIP_PVP_TOURNAMENT_EXPBONUS	ΕΜΠ από τουρνουά PvP +%d%%	SA
TOOLTIP_REQUIREMENT_21_LEVEL	Πρέπει να έχεις φτάσει στο Επίπεδο 21.
TOOLTIP_REQUIREMENT_41_LEVEL	Πρέπει να έχεις φτάσει στο Επίπεδο 41.
TOOLTIP_REQUIREMENT_LEVEL	Πρέπει να έχεις φτάσει στο Επίπεδο %d.
TOOLTIP_REQUIREMENT_SKILL_LEVEL	Απαιτείται %s Επίπεδο %d.
TOOLTIP_REQUIREMENT_STAT_LEVEL	Απαιτείται %s %d
TOOLTIP_RESIST_BOW	’μυνα βέλους %d%%	SA
TOOLTIP_RESIST_DARK	Αντίσταση στο σκότος +%d	SA
TOOLTIP_RESIST_EARTH	Αντίσταση στη γη +%d	SA
TOOLTIP_RESIST_ELEC	Αντίσταση Αστραπής %d%%	SA
TOOLTIP_RESIST_FIRE	Αντίσταση Φωτιάς %d%%	SA
TOOLTIP_RESIST_ICE	Αντίσταση στον πάγο +%d	SA
TOOLTIP_RESIST_MAGIC	Μαγική Αντίσταση %d%%	SA
TOOLTIP_RESIST_MAGIC_REDUCTION	Σπάσιμο ξορκιού κατά %d%%.	SA
TOOLTIP_RESIST_PER_DARK	Αντίσταση στο σκότος (+%d%% της συνολικής αξίας)	SA
TOOLTIP_RESIST_PER_EARTH	Αντίσταση στη γη (+%d%% της συνολικής αξίας)	SA
TOOLTIP_RESIST_PER_ELEC	Αντίσταση Αστραπής (+%d%% της συνολικής αξίας)	SA
TOOLTIP_RESIST_PER_FIRE	Αντίσταση Φωτιάς (+%d%% της συνολικής αξίας)	SA
TOOLTIP_RESIST_PER_HUMAN	Αντίσταση σε Ημιανθρώπους (+%d%% της συνολικής αξίας)	SA
TOOLTIP_RESIST_PER_ICE	Αντίσταση στον πάγο (+%d%% της συνολικής αξίας)	SA
TOOLTIP_RESIST_PER_MAGIC	Αντίσταση στη Μαγεία (+%d%% της συνολικής αξίας)	SA
TOOLTIP_RESIST_PER_WIND	Αντίσταση στον ’νεμο (+%d%% της συνολικής αξίας)	SA
TOOLTIP_REST_USABLE_COUNT	Υπόλοιπο: %d
TOOLTIP_ROLE_PROFICIENCY_LEADER_EFFECT	Μπόνους αρχηγού: %d%%
TOOLTIP_ROLE_PROFICIENCY_SKILL_LEVEL	Τρέχον Επίπεδο: %d
TOOLTIP_SEALED	Ψυχικά δεμένο
TOOLTIP_SEASON_PVE_BUFF	Αυξάνει τη ζημιά PvE κατά 40% για 10 λεπτά.	SNA
TOOLTIP_SEASON_RANKING_BUFF	Αυξάνει τους πόντους κατάταξης κατά 20% για 10 λεπτά.	SNA
TOOLTIP_SECOND_ATTRIBUTE_BONUS	2ο πρόσθετο μπόνους +%d%%	SA
TOOLTIP_SECRET_DUNGEON_SCROLL_INFO	%s : %d, %d
TOOLTIP_SECRET_DUNGEON_SCROLL_PLACE_INFO	Δεν μπορείς να χρησιμοποιήσεις αντικείμενο εδώ:
TOOLTIP_SELLPRICE	Τιμή: %s
TOOLTIP_SET_ITEM	Μπόνους από σετ	SNA
TOOLTIP_SET_ITEM_1	Ιερ. 
TOOLTIP_SET_ITEM_2	Λαμπ. 
TOOLTIP_SET_ITEM_3	Ιππ. 
TOOLTIP_SET_ITEM_4	Πριγκ. 
TOOLTIP_SET_ITEM_5	Μεγ. 
TOOLTIP_SHAMAN	Σαμάνος
TOOLTIP_SHIELD	Ασπίδα
TOOLTIP_SHOES	Παπούτσια
TOOLTIP_SKILL	Ικανότητα	SNA
TOOLTIP_SKILLBOOK_NAME	Βιβλίο Ικανοτήτων
TOOLTIP_SKILL_AFFECT_ATT_GRADE	Αξία Επίθεσης: +
TOOLTIP_SKILL_AFFECT_ATT_POWER	Αξία Επίθεσης:
TOOLTIP_SKILL_AFFECT_ATT_SPEED	Ταχύτητα Επίθεσης: +
TOOLTIP_SKILL_AFFECT_DEF_GRADE	’μυνα:
TOOLTIP_SKILL_AFFECT_DODGE	Αξία Επίθεσης Αντίπαλου: -
TOOLTIP_SKILL_AFFECT_HEAL	Επαναφορά HP:
TOOLTIP_SKILL_AFFECT_MOV_SPEED	Ταχύτητα Κίνησης: +
TOOLTIP_SKILL_AFFECT_REFLECT_MELEE	Πιθανότητα απώθησης σωματικής επίθεσης:
TOOLTIP_SKILL_AFFECT_RESIST_NORMAL	Αντίσταση ενάντια στη σωματική ζημιά:
TOOLTIP_SKILL_COOL_TIME	Χρόνος Φόρτωσης: 
TOOLTIP_SKILL_DAMAGE_AMSEOP	Ζημιά από Ενέδρα +%d%%	SA
TOOLTIP_SKILL_DAMAGE_BIPABU	Ζημιά από Ιπτάμενο Φυλακτό +%d%%	SA
TOOLTIP_SKILL_DAMAGE_BONUS	Ζημιά Ικανοτήτων %d%%	SA
TOOLTIP_SKILL_DAMAGE_BONUS_BOSS_OR_MORE	Ζημιά Ικανοτήτων εναντίον αρχηγών +%d%%	SA
TOOLTIP_SKILL_DAMAGE_BYEURAK	Ζημιά από Έκκληση αστραπής +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHAIN	Ζημιά Κρυστάλλων Αστραπής +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHARYUN	Ζημιά από Στιλέτα που γυρνάνε +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHAYEOL	Ζημιά από Σκίσιμο +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GEOMPUNG	Ζημιά από Χτύπημα Σπαθιού +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GIGONGCHAM	Ζημιά Διάτρησης +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GIGUNG	Ζημιά Δηλητηριώδους Βέλους +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GONGDAB	Ζημιά από ’λμα λύκου +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GUNGSIN	Ζημιά από Γρήγορη Επίθεση +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GYOKSAN	Ζημιά από Δυνατό χτύπημα +%d%%	SA
TOOLTIP_SKILL_DAMAGE_HWAJO	Ζημιά από Φλεγόμενο Βέλος +%d%%	SA
TOOLTIP_SKILL_DAMAGE_HWAYEOMPOK	Ζημιά από Επίθεση Φλόγας +%d%%	SA
TOOLTIP_SKILL_DAMAGE_KWANKYEOK	Ζημιά από Βροχή Βελών +%d%%	SA
TOOLTIP_SKILL_DAMAGE_MAHWAN	Ζημιά από Σφαίρα του Σκότους +%d%%	SA
TOOLTIP_SKILL_DAMAGE_MARYUNG	Ζημιά από Σκοτεινή Επίθεση +%d%%	SA
TOOLTIP_SKILL_DAMAGE_NOEJEON	Ζημιά από Ρίψη αστραπής +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PABEOB	Ζημιά από Αντιμαγεία +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PAERYONG	Ζημιά από Βρυχηθμό Δράκου +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PALBANG	Ζημιά από Στροβιλισμό σπαθιού +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PASWAE	Ζημιά από Νύχια Λύκου +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SALPOONG	Ζημιά από Πνοή του Λύκου +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SAMYEON	Ζημιά από Κόψιμο Τριών Δρόμων +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SANGONG	Ζημιά από Δηλητηριώδες σύννεφο +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SWAERYUNG	Ζημιά από Χτύπημα Δαχτύλου +%d%%	SA
