ACCE_ABSORB_COST	Kombinálás ára: %d
TOOLTIP_APPLY_RESIST_BELL	Harang védelem %d%%	SA
TOOLTIP_APPLY_RESIST_CLAW	Karom védelem +%d%%	SA
TOOLTIP_APPLY_RESIST_DAGGER	Tõr védekezés %d%%	SA
TOOLTIP_APPLY_RESIST_FAN	Legyezõ védekezés %d%%	SA
TOOLTIP_APPLY_RESIST_HUMAN	Félemberek elleni védelem %d%%	SA
TOOLTIP_APPLY_RESIST_MOUNT_FALL	Esés ellenállás +%d%%	SA
TOOLTIP_APPLY_RESIST_SHAMAN	Védekezési esély sámántámadás ellen %d%%	SA
TOOLTIP_APPLY_RESIST_SURA	Védekezési esély Sura támadás ellen %d%%	SA
TOOLTIP_APPLY_RESIST_SWORD	Kard védelem %d%%	SA
TOOLTIP_APPLY_RESIST_TWOHAND	Kétkezes védelem %d%%	SA
TOOLTIP_APPLY_RESIST_WARRIOR	Védekezési esély harcos támadás ellen %d%%	SA
TOOLTIP_APPLY_RESIST_WIND	Szél ellenállás %d%%	SA
TOOLTIP_APPLY_RESIST_WOLFMAN	Védekezési esély vérfarkas-támadás ellen %d%%	SA
TOOLTIP_APPLY_SKILL_BOOK_BONUS	Könyvbõl tanulás esélyének növelése 2,5-szeresére	SNA
TOOLTIP_APPLY_SKILL_BOOK_NO_DELAY	Ha sikertelen a tanulás, azonnal újra próbálhatod szabadon.	SNA
TOOLTIP_APPLY_SLOW_PCT	Lassítás esélye %d%%	SA
TOOLTIP_APPLY_STEAL_HP	%d%% veszteség eltûnik a TP-bõl.	SA
TOOLTIP_APPLY_STEAL_SP	%d%% veszteség eltûnik az MP-bõl.	SA
TOOLTIP_APPLY_STUN_PCT	Ájulás esélye %d%%	SA
TOOLTIP_ARMOR	Felszerelés
TOOLTIP_ARROW	Nyíl
TOOLTIP_ASSASSIN	Nindzsa
TOOLTIP_ATTBONUS_PER_ANIMAL	Állatok elleni erõ (+ a teljes érték %d%%-a)	SA
TOOLTIP_ATTBONUS_PER_CZ	Zodiákus szörnyek elleni erõ (+ a teljes érték %d%%-a)	SA
TOOLTIP_ATTBONUS_PER_DESERT	Sivatagi szörnyek elleni erõ (+ a teljes érték %d%%-a)	SA
TOOLTIP_ATTBONUS_PER_DEVIL	Ördögök elleni erõ (+ a teljes érték %d%%-a)	SA
TOOLTIP_ATTBONUS_PER_HUMAN	Félemberek elleni erõ (+ a teljes érték %d%%-a)	SA
TOOLTIP_ATTBONUS_PER_INSECT	Rovarok elleni erõ (+ a teljes érték %d%%-a)	SA
TOOLTIP_ATTBONUS_PER_MILGYO	Ezoterikusok elleni erõ (+ a teljes érték %d%%-a)	SA
TOOLTIP_ATTBONUS_PER_MONSTER	Szörnyek elleni erõ (+ a teljes érték %d%%-a)	SA
TOOLTIP_ATTBONUS_PER_ORC	Orkok elleni erõ (+ a teljes érték %d%%-a)	SA
TOOLTIP_ATTBONUS_PER_STONE	Metinkövek elleni erõ (+ a teljes érték %d%%-a)	SA
TOOLTIP_ATTBONUS_PER_UNDEAD	Élõholtak elleni erõ (+ a teljes érték %d%%-a)	SA
TOOLTIP_ATTBONUS_STONE	+%d%% Metinkövek elleni erõ	SA
TOOLTIP_ATT_GRADE	Támadó érték +%d	SA
TOOLTIP_ATT_SPEED	Támadósebesség +%d%%	SA
TOOLTIP_ATT_SPEED_SLOW	Csökkentett támadósebesség	SNA
TOOLTIP_AUTO_PICKUP	30 másodpercen keresztül %d%% esélyed van a közeli tárgyak automatikus begyûjtésére	SA
TOOLTIP_AUTO_POTION_HP	Nap Elixír
TOOLTIP_AUTO_POTION_REST	Maradék: %.2f%%
TOOLTIP_AUTO_POTION_SP	Hold Elixír
TOOLTIP_AUTO_POTION_USING	Aktív
TOOLTIP_AUTO_SYSTEM_PRIMIUM	Auto-vadászat	SNA
TOOLTIP_BATTLE_POTION	Harci övezeti harci ital	SNA
TOOLTIP_BATTLE_ROYALE_AFFECT_INFINITE_STAMINA	Végtelen kitartás	SNA
TOOLTIP_BATTLE_ROYALE_AFFECT_MOVE_SPEED	Mozgási sebesség megnövelve	SNA
TOOLTIP_BATTLE_ROYALE_AFFECT_SLOW	Mozgási sebesség csökkentve	SNA
TOOLTIP_BOW_DISTANCE	Hatótáv +%dm	SA
TOOLTIP_BUYPRICE	Ár: %s
TOOLTIP_CAST_SPEED	Varázssebesség +%d%%	SA
TOOLTIP_CON	Életerõ +%d	SA
TOOLTIP_COSTUME_ATTR_BONUS	Jelmez bónusz %d%%	SA
TOOLTIP_CURSE_OF_ELEMENTAL	Elementáris átok (%dx). A TP-d csökken. Legfeljebb 10 alkalommal halmozódhat.	SA
TOOLTIP_DAMAGE_HP_RECOVERY	A sebzés %d%%-át TP-ként visszaállítja	SA
TOOLTIP_DAMAGE_SP_RECOVERY	A sebzés %d%%-át MP-ként visszaállítja	SA
TOOLTIP_DEF_GRADE	Védekezés +%d	SA
TOOLTIP_DEX	Ügyesség +%d	SA
TOOLTIP_DISMOUNT_MOVE_SPEED_BONUS_PER	Amikor leszállsz a hátasodról, a mozgási sebességed %d%%-kal emelkedik 10 másodpercen keresztül	SA
TOOLTIP_DRAGON_SOUL_DECK1	Ég	SNA
TOOLTIP_DRAGON_SOUL_DECK2	Föld	SNA
TOOLTIP_DS_SET	DSS szett bónusz	SNA
TOOLTIP_DURATION	Idõtartam
TOOLTIP_EAR	Fülbevaló
TOOLTIP_ENCHANT_PER_DARK	Sötétség ereje (+ a teljes érték %d%%-a)	SA
TOOLTIP_ENCHANT_PER_EARTH	Föld ereje (+ a teljes érték %d%%-a)	SA
TOOLTIP_ENCHANT_PER_ELECT	Villám ereje (+ a teljes érték %d%%-a)	SA
TOOLTIP_ENCHANT_PER_FIRE	Tûz ereje (+ a teljes érték %d%%-a)	SA
TOOLTIP_ENCHANT_PER_ICE	Jég ereje (+ a teljes érték %d%%-a)	SA
TOOLTIP_ENCHANT_PER_WIND	Szél ereje (+ a teljes érték %d%%-a)	SA
TOOLTIP_ENERGY	Energia %d	SA
TOOLTIP_ETC	Stb.
TOOLTIP_EXP_BONUS_EVENT	EXP +%d%%	SA
TOOLTIP_FIFTH_ATTRIBUTE_BONUS	5. bónusz +%d%%	SA
TOOLTIP_FIRST_ATTRIBUTE_BONUS	1. bónusz +%d%%	SA
TOOLTIP_FISHINGROD_EXP	Pont: %d / %d
TOOLTIP_FISHINGROD_LEVEL	Szint: %d
TOOLTIP_FISHINGROD_UPGRADE1	Add a halásznak,
TOOLTIP_FISHINGROD_UPGRADE2	hogy egy jobb
TOOLTIP_FISHINGROD_UPGRADE3	horgászbotot adjon.
TOOLTIP_FISH_LEN	Hossz: %.2fcm
TOOLTIP_FLOWER_EVENT_SHOOT_ENVELOPE	Virágmag
TOOLTIP_FOURTH_ATTRIBUTE_BONUS	4. bónusz +%d%%	SA
TOOLTIP_GLOVE	Kesztyû
TOOLTIP_GUILD_SKILL_ACCEL	Gyorsítás +%d	SA
TOOLTIP_GUILD_SKILL_BLESS	Sárkányisten áldása +%d	SA
TOOLTIP_GUILD_SKILL_BLOOD	Sárkányisten vére +%d	SA
TOOLTIP_GUILD_SKILL_BUNNO	Sárkányisten haragja +%d%%	SA
TOOLTIP_GUILD_SKILL_JUMUN	Varázs-segély +%d%%	SA
TOOLTIP_GUILD_SKILL_SEONGHWI	Szent vért +%d	SA
TOOLTIP_HALLOWEEN_EVENT_BUFF	+20% EXP | +5% tárgy dobás | +10% szörnyek elleni erõ	SNA
TOOLTIP_HELMET	Sisak
TOOLTIP_HIT_AUTO_HP_RECOVERY	Harc közben megkapod a Nap elixír hatását	SNA
TOOLTIP_HIT_AUTO_SP_RECOVERY	Harc közben megkapod a Hold elixír hatását	SNA
TOOLTIP_HIT_BUFF_ENCHANT_DARK	Sötétség erejének megszerzése %d mp-re harcban	SA
TOOLTIP_HIT_BUFF_ENCHANT_EARTH	Föld erejének megszerzése %d mp-re harcban	SA
TOOLTIP_HIT_BUFF_ENCHANT_ELEC	Villám erejének megszerzése %d mp-re harcban	SA
TOOLTIP_HIT_BUFF_ENCHANT_FIRE	Tûz erejének megszerzése %d mp-re harcban	SA
TOOLTIP_HIT_BUFF_ENCHANT_ICE	Jég erejének megszerzése %d mp-re harcban	SA
TOOLTIP_HIT_BUFF_ENCHANT_WIND	Szél erejének megszerzése %d mp-re harcban	SA
TOOLTIP_HIT_BUFF_RESIST_DARK	Sötétség ellenállás megszerzése %d mp-re harcban	SA
TOOLTIP_HIT_BUFF_RESIST_EARTH	Föld ellenállás megszerzése %d mp-re harcban	SA
TOOLTIP_HIT_BUFF_RESIST_ELEC	Villám ellenállás megszerzése %d mp-re harcban	SA
TOOLTIP_HIT_BUFF_RESIST_FIRE	Tûz ellenállás megszerzése %d mp-re harcban	SA
TOOLTIP_HIT_BUFF_RESIST_ICE	Jég ellenállás megszerzése %d mp-re harcban	SA
TOOLTIP_HIT_BUFF_RESIST_WIND	Szél ellenállás megszerzése %d mp-re harcban	SA
TOOLTIP_HIT_BUFF_SUNGMA_HP	Harc közben 15-tel megnöveli Sung Ma akaratát (VIT) %d másodpercre	SA
TOOLTIP_HIT_BUFF_SUNGMA_IMMUNE	Harc közben 15-tel megnöveli Sung Ma akaratát (INT) %d másodpercre	SA
TOOLTIP_HIT_BUFF_SUNGMA_MOVE	Harc közben 15-tel megnöveli Sung Ma akaratát (ELL) %d másodpercre	SA
TOOLTIP_HIT_BUFF_SUNGMA_STR	Harc közben 15-tel megnöveli Sung Ma akaratát (ERÕ) %d másodpercre	SA
TOOLTIP_HIT_PCT	Pontosság +%d	SA
TOOLTIP_HIT_STONE_ATTBONUS_STONE	Metinkövek támadása közben +%d%% sebzést kapsz (Metinkövek elleni erõ) 5 másodpercre	SA
TOOLTIP_HIT_STONE_DEF_GRADE_BONUS	Metinkövek támadása közben +%d védelmet kapsz 5 másodpercre	SA
TOOLTIP_HP_REGEN	TP regenerálódás +%d%%	SA
TOOLTIP_INSIGHT_SKILL_LEVEL	Aktuális szint: %d
TOOLTIP_INT	Intelligencia +%d	SA
TOOLTIP_ITEM_ATT_GRADE	Támadó érték %d
TOOLTIP_ITEM_ATT_POWER	Támadó érték %d - %d
TOOLTIP_ITEM_ATT_POWER_ONE_ARG	Támadó érték %d
TOOLTIP_ITEM_ATT_POWER_REFINE	Támadó érték %d - %d (+%d)
TOOLTIP_ITEM_ATT_SPEED	Támadósebesség %s
TOOLTIP_ITEM_DEF_GRADE	Védelem %d
TOOLTIP_ITEM_FAST	Gyors
TOOLTIP_ITEM_LIMIT_CON	Életerõ felsõ határ: %d
TOOLTIP_ITEM_LIMIT_DEX	Ügyesség felsõ határ: %d
TOOLTIP_ITEM_LIMIT_INT	Intelligencia felsõ határ: %d
TOOLTIP_ITEM_LIMIT_LEVEL	%d. szinttõl
TOOLTIP_ITEM_LIMIT_NEWWORLD_LEVEL	Minimális Bajnokszint: %d
TOOLTIP_ITEM_LIMIT_STR	Erõ felsõ határ: %d
TOOLTIP_ITEM_MAGIC_ATT_POWER	Mágikus támadó érték %d - %d
TOOLTIP_ITEM_MAGIC_ATT_POWER_ONE_ARG	Mágikus támadó érték %d
TOOLTIP_ITEM_MAGIC_DEF_POWER	Mágikus védelem %d
TOOLTIP_ITEM_NORMAL	Normál
TOOLTIP_ITEM_SLOW	Lassú
TOOLTIP_ITEM_VERY_FAST	Nagyon gyors
TOOLTIP_ITEM_VERY_SLOW	Nagyon lassú
TOOLTIP_ITEM_WEARABLE_JOB	[ Felszerelhetõ ]
TOOLTIP_KILL_BOSS_ITEM_BONUS	Fõszörny legyõzésekor a zsákmányolási esélyed %d%%-kal növekszik	SA
TOOLTIP_LOTTERY_STEP_NUMBER	%d
TOOLTIP_LOTTO_NUMBER	Szerencseszám: %d
TOOLTIP_MAGIC_ATTBONUS_PER	Mágikus támadás +%d%%	SA
TOOLTIP_MAGIC_ATT_GRADE	Mágikus támadó érték +%d	SA
TOOLTIP_MAGIC_DEF_GRADE	Mágikus védelem +%d	SA
TOOLTIP_MALL_ATTBONUS	Támadó érték +%d%%	SA
TOOLTIP_MALL_ATTBONUS_STATIC	Támadóérték	SNA
TOOLTIP_MALL_AUTOLOOT	Automatikusan felszedi a Yangot.	SNA
TOOLTIP_MALL_DEFBONUS	Védekezés +%d%%	SA
TOOLTIP_MALL_DEFBONUS_STATIC	Védekezés	SNA
TOOLTIP_MALL_EXPBONUS	EXP +%d%%	SA
TOOLTIP_MALL_EXPBONUS_P_STATIC	iCafe EXP-Bónusz +%d%%	SA
TOOLTIP_MALL_EXPBONUS_STATIC	50%-kal több EXP	SNA
TOOLTIP_MALL_FISH_MIND	A halfogás esélye megnõtt.	SNA
TOOLTIP_MALL_GOLDBONUS	%d%%-kal több esély Yang dobásra	SA
TOOLTIP_MALL_GOLDBONUS_STATIC	Dupla esély Yang dobásra	SNA
TOOLTIP_MALL_ITEMBONUS	%d%%-kal több esély tárgy dobásra	SA
TOOLTIP_MALL_ITEMBONUS_P_STATIC	iCafe tárgy zsákmányolási esély plusz %.1f%%	SA
TOOLTIP_MALL_ITEMBONUS_STATIC	200%-kal több esély tárgyak zsákmányolására	SNA
TOOLTIP_MALL_MARRIAGE_FAST	Gyorsabban nõnek a szerelmi pontok.	SNA
TOOLTIP_MALL_SAFEBOX	Nagyobb raktártér áll rendelkezésre.	SNA
TOOLTIP_MAX_HP	Max. TP +%d	SA
TOOLTIP_MAX_HP_PCT	Max. TP +%d%%	SA
TOOLTIP_MAX_SP	Max. MP +%d	SA
TOOLTIP_MAX_SP_PCT	Max. MP +%d%%	SA
TOOLTIP_MAX_STAMINA	Max. Kitartás +%d	SA
TOOLTIP_MELEE_MAGIC_ATTBONUS_PER	Mágikus/közelharci támadás +%d%%	SA
TOOLTIP_MEMORIZED_POSITION	%s(%d, %d)
TOOLTIP_MEMORIZED_POSITION_ERROR	GPS HIBA(%d, %d)
TOOLTIP_MOB_HIT_MOB_AGGRESSIVE	Támadás közben %d%% esély van arra, hogy a körülötted álló szörnyek megtámadnak (Bátorság köpeny)	SA
TOOLTIP_MORE_THEN_HP90_DAMAGE_REDUCE	A kapott sebzés %d%%-kal csökken, ha 90%%-nál több TP-d van	SA
TOOLTIP_MOUNT_MELEE_MAGIC_ATTBONUS_PER	Amikor felszállsz egy hátasra, a sebzés %d%%-kal megnövekszik 10 másodpercre	SA
TOOLTIP_MOUNT_NO_KNOCKBACK	Amikor egy hátasról támadsz, %d%% esély van az ellenfelek fellökésére 20 másodpercig	SA
TOOLTIP_MOUNT_UPGRADE_SKILLBOOK_USE	Szeretnéd megtanulni a(z) %s ló készséget?
TOOLTIP_MOUNT_UPGRADE_SKILL_LEVEL_UP	Fejleszted a ló készséget?\nSzükséges: %d Gaya és %d Yang
TOOLTIP_MOV_SPEED	Mozgási sebesség %d%%	SA
TOOLTIP_NECK	Nyaklánc
TOOLTIP_NEED_ALL_SP	Szükséges MP: Max.
TOOLTIP_NEED_GSP	Szükséges Sárkányszellem: %d
TOOLTIP_NEED_HP	Szükséges TP: %d
TOOLTIP_NEED_HP_PER_SEC	TP / mp. : %d
TOOLTIP_NEED_SKILL_POINT	Szükséges készség pont:
TOOLTIP_NEED_SP	Szükséges MP: %d
TOOLTIP_NEED_SP_PER_SEC	MP / mp.: %d
TOOLTIP_NEXT_SKILL_LEVEL_1	Következõ szint: %d (Max. %d)
TOOLTIP_NEXT_SKILL_LEVEL_2	Következõ szint: %d (Max. %d-%d)
TOOLTIP_NORMAL_DAMAGE_GUARD	%d%% esély támadás kivédésére	SA
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS	Átlagos károk %d%%	SA
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS_BOSS_OR_MORE	+%d%% támadási sebzés fõszörnyek ellen	SA
TOOLTIP_NORMAL_HIT_DEFEND_BONUS	Átlagos veszteség ellenállás %d%%	SA
TOOLTIP_NORMAL_HIT_DEFEND_BONUS_BOSS_OR_MORE	-%d%% támadási sebzés fõszörnyektõl	SA
TOOLTIP_NO_DEATH_AND_HP_RECOVERY30	%d%% esélyed van, hogy elkerüld a meghalást, és a maximum TP-d 30%%-át visszaállítsd	SA
TOOLTIP_PARTY_INFO_GRADE_UP1	Több, mint %d csoporttag
TOOLTIP_PARTY_INFO_GRADE_UP2	Támadási szint +%d
TOOLTIP_PARTY_INFO_GRADE_UP3	Védelmi szint +%d
TOOLTIP_PARTY_INFO_HEAL_18_LEVEL	Minden csoporttag TP/MP helyreállítása egyszer 60 percen belül.
TOOLTIP_PARTY_INFO_HEAL_40_LEVEL	Minden csoporttag TP/MP helyreállítása 30 percen belül egyszer.
TOOLTIP_PARTY_INFO_RECALL_12_LEVEL	3 percet kell várnod a csoporttag halála után.
TOOLTIP_PARTY_INFO_RECALL_20_LEVEL	Bármikor hívhatsz ugyanarról a szerverrõl csoporttagokat.
TOOLTIP_PARTY_INFO_SET_ATTACKER	Támadó szint +(csoporttagok száma/2) támadót %d lehet kiválasztani.
TOOLTIP_PARTY_INFO_SET_TANKER	Védelmi szint +(csoporttagok száma) 1 tõrharcost lehet választani.
TOOLTIP_PARTY_SKILL_LEVEL	Aktuális szint: %d
TOOLTIP_PARTY_TITLE_GRADE_UP	[Támadás/Védekezés javul]
TOOLTIP_PARTY_TITLE_HEAL	[Újrateremt]
TOOLTIP_PARTY_TITLE_INFO_BONUS_EXP	Több, mint %d csoporttag esetén %d%% EXP bónusz jár.
TOOLTIP_PARTY_TITLE_MEMBER_BONUS_EXP	[EXP bónusz]
TOOLTIP_PARTY_TITLE_RECALL	[Idehív]
TOOLTIP_PARTY_TITLE_SET_ATTACKER	[Támadó kinevezés]
TOOLTIP_PARTY_TITLE_SET_TANKER	[Tõrharcos Beállítás]
TOOLTIP_PASSIVE_JOB_DECK	Ereklyebónusz	SNA
TOOLTIP_PEPSI_EVENT	5% EXP bónusz és 5%-kal több esély tárgyak zsákmányolására.	SNA
TOOLTIP_PICK_EXP	Pont: %d / %d
TOOLTIP_PICK_LEVEL	Szint: %d
TOOLTIP_PICK_UPGRADE1	Add a favágónak,
TOOLTIP_PICK_UPGRADE2	hogy egy jobb
TOOLTIP_PICK_UPGRADE3	csákányt adjon.
TOOLTIP_POTION_CURE	Negatív hatások visszaállítása.
TOOLTIP_POTION_MIN	Min.
TOOLTIP_POTION_OF_ELEMENTAL	Elementáris védelem bájital. +5% mágikus/közelharci támadás | +10% elementáris ellenállás	SNA
TOOLTIP_POTION_PLUS_ATTACK_SPEED	Támadó sebesség +%d
TOOLTIP_POTION_PLUS_ATTBONUS_MONSTER	SZÖRNY TÁM. BÓNUSZ: +%d%%
TOOLTIP_POTION_PLUS_ATT_POINT	TÁM: +%d
TOOLTIP_POTION_PLUS_ATT_POINT_PER	TÁM: +%d%%
TOOLTIP_POTION_PLUS_DEF_POINT	VÉD: +%d
TOOLTIP_POTION_PLUS_DEX_POINT	ÜGY: +%d
TOOLTIP_POTION_PLUS_EXP_BONUS	EXP: +%d%%
TOOLTIP_POTION_PLUS_HIT_DEFEND_POINT	SEBZÉS ELLENÁLLÁS: +%d%%
TOOLTIP_POTION_PLUS_HP_PERCENT	TP +%d%%
TOOLTIP_POTION_PLUS_HP_POINT	TP +%d
TOOLTIP_POTION_PLUS_MOVING_SPEED	Mozgási sebesség +%d
TOOLTIP_POTION_PLUS_RESIST_DARK	SÖTÉTSÉG ELLENÁLLÁS: +%d%%
TOOLTIP_POTION_PLUS_RESIST_EARTH	FÖLD ELLENÁLLÁS: +%d%%
TOOLTIP_POTION_PLUS_RESIST_ICE	JÉG ELLENÁLLÁS: +%d%%
TOOLTIP_POTION_PLUS_RESIST_MAGIC	MÁGIA ELLENÁLLÁS: +%d%%
TOOLTIP_POTION_PLUS_SP_PERCENT	MP +%d%%
TOOLTIP_POTION_PLUS_SP_POINT	MP +%d
TOOLTIP_POTION_PLUS_STR_POINT	ERÕ: +%d
TOOLTIP_POTION_SEC	mp.
TOOLTIP_POTION_TIME	Idõtartama:
TOOLTIP_PROTECTION_OF_ELEMENTAL	Immunis az Elementáris átokra	SNA
TOOLTIP_PVP_TOURNAMENT_ENTER	Belépés a PvP bajnokságra
TOOLTIP_PVP_TOURNAMENT_EXPBONUS	PvP bajnokság EXP +%d%%	SA
TOOLTIP_REQUIREMENT_21_LEVEL	21-es szintet el kell érned
TOOLTIP_REQUIREMENT_41_LEVEL	41-es szintet el kell érned
TOOLTIP_REQUIREMENT_LEVEL	%d. szintet el kell érned
TOOLTIP_REQUIREMENT_SKILL_LEVEL	%s szint %d szükséges
TOOLTIP_REQUIREMENT_STAT_LEVEL	%s %d szükséges
TOOLTIP_RESIST_BOW	Nyíl védelem %d%%	SA
TOOLTIP_RESIST_DARK	Sötétséggel szembeni ellenállás +%d%%	SA
TOOLTIP_RESIST_EARTH	Föld ellenállás +%d%%	SA
TOOLTIP_RESIST_ELEC	Villám ellenállás %d%%	SA
TOOLTIP_RESIST_FIRE	Tûz ellenállás %d%%	SA
TOOLTIP_RESIST_ICE	Jég-ellenállás +%d%%	SA
TOOLTIP_RESIST_MAGIC	Mágia ellenállás %d%%	SA
TOOLTIP_RESIST_MAGIC_REDUCTION	Mágikus áthatolás: %d%%	SA
TOOLTIP_RESIST_PER_DARK	Sötétség ellenállás (+ a teljes érték %d%%-a)	SA
TOOLTIP_RESIST_PER_EARTH	Föld ellenállás (+ a teljes érték %d%%-a)	SA
TOOLTIP_RESIST_PER_ELEC	Villám ellenállás (+ a teljes érték %d%%-a)	SA
TOOLTIP_RESIST_PER_FIRE	Tûz ellenállás (+ a teljes érték %d%%-a)	SA
TOOLTIP_RESIST_PER_HUMAN	Félemberek elleni védelem (+ a teljes érték %d%%-a)	SA
TOOLTIP_RESIST_PER_ICE	Jég ellenállás (+ a teljes érték %d%%-a)	SA
TOOLTIP_RESIST_PER_MAGIC	Mágia ellenállás (+ a teljes érték %d%%-a)	SA
TOOLTIP_RESIST_PER_WIND	Szél ellenállás (+ a teljes érték %d%%-a)	SA
TOOLTIP_REST_USABLE_COUNT	Maradék: %d
TOOLTIP_ROLE_PROFICIENCY_LEADER_EFFECT	Vezetõi bónusz: %d%%
TOOLTIP_ROLE_PROFICIENCY_SKILL_LEVEL	Aktuális szint: %d
TOOLTIP_SEALED	Lélekhez kötött
TOOLTIP_SEASON_PVE_BUFF	Megnöveli a PvE sebzést 40%-kal 10 percig.	SNA
TOOLTIP_SEASON_RANKING_BUFF	Megnöveli a rangpont szerzést 20%-kal 10 percig.	SNA
TOOLTIP_SECOND_ATTRIBUTE_BONUS	2. bónusz +%d%%	SA
TOOLTIP_SECRET_DUNGEON_SCROLL_INFO	%s: %d, %d
TOOLTIP_SECRET_DUNGEON_SCROLL_PLACE_INFO	Itt használhatsz egy tárgyat:
TOOLTIP_SELLPRICE	Ár: %s
TOOLTIP_SET_ITEM	Szett bónusz	SNA
TOOLTIP_SET_ITEM_1	Szent 
TOOLTIP_SET_ITEM_2	Dics. 
TOOLTIP_SET_ITEM_3	Lovag. 
TOOLTIP_SET_ITEM_4	Kir. 
TOOLTIP_SET_ITEM_5	Fens. 
TOOLTIP_SHAMAN	Sámán
TOOLTIP_SHIELD	Vért
TOOLTIP_SHOES	Cipõ
TOOLTIP_SKILL	Készség	SNA
TOOLTIP_SKILLBOOK_NAME	Készségkönyv
TOOLTIP_SKILL_AFFECT_ATT_GRADE	Támadó érték: +
TOOLTIP_SKILL_AFFECT_ATT_POWER	Támadó érték:
TOOLTIP_SKILL_AFFECT_ATT_SPEED	Támadósebesség: +
TOOLTIP_SKILL_AFFECT_DEF_GRADE	Védelem:
TOOLTIP_SKILL_AFFECT_DODGE	Ellenséges támadó érték: -
TOOLTIP_SKILL_AFFECT_HEAL	TP helyreállítás:
TOOLTIP_SKILL_AFFECT_MOV_SPEED	Mozgási sebesség: +
TOOLTIP_SKILL_AFFECT_REFLECT_MELEE	Esély a közelharci támadás visszaverésére:
TOOLTIP_SKILL_AFFECT_RESIST_NORMAL	Testi sérülések elleni ellenállás:
TOOLTIP_SKILL_COOL_TIME	Újratöltés: 
TOOLTIP_SKILL_DAMAGE_AMSEOP	Leshely sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_BIPABU	Repülõ talizmán sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_BONUS	Készség károk %d%%	SA
TOOLTIP_SKILL_DAMAGE_BONUS_BOSS_OR_MORE	+%d%% készség sebzés fõszörnyek ellen	SA
TOOLTIP_SKILL_DAMAGE_BYEURAK	Villám könyörgés sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHAIN	Villám karom sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHARYUN	Kard forgatag sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHAYEOL	Széttépés sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GEOMPUNG	Kard ütés sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GIGONGCHAM	Áthatolás sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GIGUNG	Mérgezett nyíl sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GONGDAB	Farkasugrás sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GUNGSIN	Villám támadás sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GYOKSAN	Heves csapás sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_HWAJO	Tûznyíl sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_HWAYEOMPOK	Láng csapás sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_KWANKYEOK	Nyílesõ sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_MAHWAN	Sötét kõ sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_MARYUNG	Sötét csapás sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_NOEJEON	Villám hajítás sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PABEOB	Varázslat kioltás sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PAERYONG	Sárkány ordítás sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PALBANG	Forgó kard sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PASWAE	Farkaskarom sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SALPOONG	Farkaslehelet sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SAMYEON	Háromirányú vágás sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SANGONG	Méreg felhõ sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SWAERYUNG	Ujjcsapás sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_TANHWAN	Száguldás sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YEONSA	Ismételt lövés sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YONGBI	Sárkány lövés sebzés +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YONGKWON	Sárkány örvény sebzés +%d%%	SA
TOOLTIP_SKILL_DEFEND_BONUS	Készség károkkal szembeni ellenállás %d%%	SA
TOOLTIP_SKILL_DEFEND_BONUS_BOSS_OR_MORE	-%d%% készség sebzés fõszörnyektõl	SA
TOOLTIP_SKILL_DURATION	Idõtartam: %d mp.
TOOLTIP_SKILL_DURATION_INCREASE_EUNHYUNG	Álcázás idõtartama +%d mp.	SA
TOOLTIP_SKILL_DURATION_INCREASE_GEOMKYUNG	A kard aurája idõtartama +%d mp.	SA
TOOLTIP_SKILL_DURATION_INCREASE_GYEONGGONG	Pehelykönnyû lépések idõtartama +%d mp.	SA
